neo4j_id,type
16301,Pathway
16302,Pathway
16303,Pathway
16304,Pathway
16305,Protein
16306,Pathway
16307,Protein
16308,Pathway
16309,Pathway
16310,Pathway
16311,Pathway
16312,Pathway
16313,Pathway
16314,Pathway
16315,Pathway
16316,Protein
16317,Pathway
16318,Protein
16319,Pathway
16320,Pathway
16321,Pathway
16322,Protein
16323,Protein
16324,Pathway
16325,Pathway
16326,Protein
16327,Protein
16328,Pathway
16329,Pathway
16330,Pathway
16331,Pathway
16332,Pathway
16333,Pathway
16334,Pathway
16335,Pathway
16336,Pathway
16337,Pathway
16338,Pathway
16339,Pathway
16340,Pathway
16341,Pathway
16342,Protein
16343,Pathway
16344,Pathway
16345,Pathway
16346,Pathway
16347,Pathway
16348,Pathway
16349,Pathway
16350,Pathway
16351,Pathway
16352,Pathway
16353,Pathway
16354,Pathway
16355,Pathway
16356,Pathway
16357,Pathway
16358,Pathway
16359,Pathway
16360,Pathway
16361,Pathway
16362,Pathway
16363,Pathway
16364,Pathway
16365,Pathway
16366,Pathway
16367,Pathway
16368,Pathway
16369,Pathway
16370,Protein
16371,Pathway
16372,Pathway
16373,Pathway
16374,Pathway
16375,Pathway
16376,Protein
16377,Pathway
16378,Pathway
16379,Pathway
16380,Pathway
16381,Pathway
16382,Pathway
16383,Protein
16384,Pathway
16385,Pathway
16386,Pathway
16387,Pathway
16388,Pathway
16389,Protein
16390,Protein
16391,Pathway
16392,Pathway
16393,Pathway
16394,Pathway
16395,Pathway
16396,Protein
16397,Pathway
16398,Pathway
16399,Pathway
16400,Pathway
16401,Pathway
16402,Pathway
16403,Protein
16404,Pathway
16405,Pathway
16406,Pathway
16407,Protein
16408,Pathway
16409,Pathway
16410,Pathway
16411,Pathway
16412,Pathway
16413,Pathway
16414,Pathway
16415,Pathway
16416,Pathway
16417,Protein
16418,Pathway
16419,Pathway
16420,Pathway
16421,Pathway
16422,Pathway
16423,Pathway
16424,Pathway
16425,Pathway
16426,Pathway
16427,Pathway
16428,Pathway
16429,Pathway
16430,Pathway
16431,Pathway
16432,Pathway
16433,Pathway
16434,Pathway
16435,Pathway
16436,Pathway
16437,Pathway
16438,Pathway
16439,Pathway
16440,Pathway
16441,Pathway
16442,Protein
16443,Pathway
16444,Pathway
16445,Pathway
16446,Pathway
16447,Pathway
16448,Pathway
16449,Pathway
16450,Pathway
16451,Pathway
16452,Pathway
16453,Protein
16454,Pathway
16455,Protein
16456,Pathway
16457,Pathway
16458,Pathway
16459,Protein
16460,Pathway
16461,Protein
16462,Pathway
16463,Pathway
16464,Pathway
16465,Pathway
16466,Pathway
16467,Pathway
16468,Pathway
16469,Pathway
16470,Pathway
16471,Pathway
16472,Protein
16473,Pathway
16474,Pathway
16475,Pathway
16476,Pathway
16477,Pathway
16478,Pathway
16479,Pathway
16480,Pathway
16481,Pathway
16482,Pathway
16483,Pathway
16484,Pathway
16485,Pathway
16486,Pathway
16487,Pathway
16488,Pathway
16489,Pathway
16490,Pathway
16491,Pathway
16492,Pathway
16493,Pathway
16494,Pathway
16495,Pathway
16496,Pathway
16497,Pathway
16498,Pathway
16499,Pathway
16500,Pathway
16501,Pathway
16502,Pathway
16503,Pathway
16504,Pathway
16505,Pathway
16506,Pathway
16507,Pathway
16508,Pathway
16509,Pathway
16510,Pathway
16511,Pathway
16512,Pathway
16513,Pathway
16514,Pathway
16515,Pathway
16516,Pathway
16517,Pathway
16518,Pathway
16519,Pathway
16520,Pathway
16521,Pathway
16522,Pathway
16523,Pathway
16524,Pathway
16525,Pathway
16526,Pathway
16527,Pathway
16528,Pathway
16529,Pathway
16530,Pathway
16531,Pathway
16532,Pathway
16533,Pathway
16534,Pathway
16535,Pathway
16536,Pathway
16537,Pathway
16538,Pathway
16539,Protein
16540,Pathway
16541,Pathway
16542,Pathway
16543,Pathway
16544,Pathway
16545,Pathway
16546,Pathway
16547,Pathway
16548,Pathway
16549,Pathway
16550,Pathway
16551,Pathway
16552,Pathway
16553,Pathway
16554,Protein
16555,Pathway
16556,Pathway
16557,Protein
16558,Pathway
16559,Pathway
16560,Pathway
16561,Pathway
16562,Pathway
16563,Pathway
16564,Pathway
16565,Protein
16566,Pathway
16567,Protein
16568,Pathway
16569,Pathway
16570,Pathway
16571,Protein
16572,Pathway
16573,Pathway
16574,Pathway
16575,Pathway
16576,Protein
16577,Pathway
16578,Pathway
16579,Pathway
16580,Pathway
16581,Pathway
16582,Pathway
16583,Pathway
16584,Protein
16585,Pathway
16586,Pathway
16587,Pathway
16588,Pathway
16589,Protein
16590,Pathway
16591,Pathway
16592,Pathway
16593,Protein
16594,Protein
16595,Pathway
16596,Pathway
16597,Pathway
16598,Pathway
16599,Pathway
16600,Pathway
16601,Pathway
16602,Pathway
16603,Pathway
16604,Pathway
16605,Pathway
16606,Protein
16607,Protein
16608,Pathway
16609,Protein
16610,Pathway
16611,Pathway
16612,Pathway
16613,Pathway
16614,Pathway
16615,Pathway
16616,Pathway
16617,Pathway
16618,Pathway
16619,Pathway
16620,Pathway
16621,Pathway
16622,Pathway
16623,Pathway
16624,Pathway
16625,Pathway
16626,Pathway
16627,Pathway
16628,Pathway
16629,Pathway
16630,Pathway
16631,Pathway
16632,Pathway
16633,Pathway
16634,Pathway
16635,Pathway
16636,Pathway
16637,Pathway
16638,Protein
16639,Pathway
16640,Protein
16641,Protein
16642,Protein
16643,Protein
16644,Pathway
16645,Pathway
16646,Pathway
16647,Protein
16648,Protein
16649,Protein
16650,Pathway
16651,Protein
16652,Pathway
16653,Protein
16654,Pathway
16655,Pathway
16656,Pathway
16657,Pathway
16658,Pathway
16659,Pathway
16660,Pathway
16661,Pathway
16662,Protein
16663,Protein
16664,Pathway
16665,Pathway
16666,Protein
16667,Pathway
16668,Protein
16669,Pathway
16670,Pathway
16671,Pathway
16672,Pathway
16673,Pathway
16674,Pathway
16675,Pathway
16676,Pathway
16677,Pathway
16678,Pathway
16679,Pathway
16680,Pathway
16681,Protein
16682,Pathway
16683,Pathway
16684,Protein
16685,Pathway
16686,Pathway
16687,Pathway
16688,Pathway
16689,Protein
16690,Pathway
16691,Pathway
16692,Protein
16693,Protein
16694,Pathway
16695,Pathway
16696,Pathway
16697,Pathway
16698,Protein
16699,Protein
16700,Pathway
16701,Pathway
16702,Protein
16703,Pathway
16704,Pathway
16705,Pathway
16706,Pathway
16707,Pathway
16708,Pathway
16709,Protein
16710,Protein
16711,Protein
16712,Pathway
16713,Protein
16714,Pathway
16715,Pathway
16716,Pathway
16717,Pathway
16718,Protein
16719,Pathway
16720,Pathway
16721,Pathway
16722,Protein
16723,Pathway
16724,Protein
16725,Protein
16726,Protein
16727,Pathway
16728,Pathway
16729,Protein
16730,Pathway
16731,Protein
16732,Protein
16733,Pathway
16734,Pathway
16735,Pathway
16736,Pathway
16737,Pathway
16738,Pathway
16739,Pathway
16740,Pathway
16741,Pathway
16742,Pathway
16743,Protein
16744,Pathway
16745,Pathway
16746,Pathway
16747,Pathway
16748,Pathway
16749,Pathway
16750,Protein
16751,Protein
16752,Pathway
16753,Pathway
16754,Pathway
16755,Pathway
16756,Protein
16757,Pathway
16758,Pathway
16759,Pathway
16760,Protein
16761,Protein
16762,Pathway
16763,Pathway
16764,Pathway
16765,Pathway
16766,Pathway
16767,Pathway
16768,Pathway
16769,Pathway
16770,Pathway
16771,Protein
16772,Protein
16773,Protein
16774,Protein
16775,Pathway
16776,Protein
16777,Protein
16778,Pathway
16779,Protein
16780,Protein
16781,Pathway
16782,Pathway
16783,Pathway
16784,Pathway
16785,Pathway
16786,Pathway
16787,Pathway
16788,Pathway
16789,Pathway
16790,Pathway
16791,Pathway
16792,Pathway
16793,Pathway
16794,Pathway
16795,Pathway
16796,Pathway
16797,Pathway
16798,Protein
16799,Pathway
16800,Pathway
16801,Pathway
16802,Pathway
16803,Pathway
16804,Pathway
16805,Pathway
16806,Pathway
16807,Pathway
16808,Pathway
16809,Pathway
16810,Pathway
16811,Pathway
16812,Pathway
16813,Pathway
16814,Pathway
16815,Pathway
16816,Pathway
16817,Pathway
16818,Pathway
16819,Pathway
16820,Pathway
16821,Pathway
16822,Pathway
16823,Pathway
16824,Pathway
16825,Pathway
16826,Pathway
16827,Pathway
16828,Pathway
16829,Pathway
16830,Pathway
16831,Pathway
16832,Pathway
16833,Pathway
16834,Pathway
16835,Pathway
16836,Pathway
16837,Protein
16838,Pathway
16839,Protein
16840,Pathway
16841,Pathway
16842,Pathway
16843,Pathway
16844,Pathway
16845,Pathway
16846,Pathway
16847,Pathway
16848,Protein
16849,Pathway
16850,Pathway
16851,Pathway
16852,Protein
16853,Protein
16854,Pathway
16855,Pathway
16856,Protein
16857,Pathway
16858,Pathway
16859,Pathway
16860,Pathway
16861,Pathway
16862,Pathway
16863,Pathway
16864,Pathway
16865,Pathway
16866,Pathway
16867,Pathway
16868,Pathway
16869,Pathway
16870,Pathway
16871,Pathway
16872,Pathway
16873,Pathway
16874,Pathway
16875,Pathway
16876,Pathway
16877,Protein
16878,Protein
16879,Protein
16880,Pathway
16881,Pathway
16882,Pathway
16883,Pathway
16884,Pathway
16885,Pathway
16886,Protein
16887,Protein
16888,Pathway
16889,Pathway
16890,Pathway
16891,Pathway
16892,Pathway
16893,Pathway
16894,Pathway
16895,Pathway
16896,Pathway
16897,Protein
16898,Pathway
16899,Pathway
16900,Pathway
16901,Protein
16902,Protein
16903,Protein
16904,Protein
16905,Protein
16906,Pathway
16907,Protein
16908,Pathway
16909,Protein
16910,Pathway
16911,Protein
16912,Pathway
16913,Protein
16914,Protein
16915,Pathway
16916,Protein
16917,Pathway
16918,Pathway
16919,Pathway
16920,Pathway
16921,Protein
16922,Protein
16923,Protein
16924,Protein
16925,Pathway
16926,Protein
16927,Protein
16928,Protein
16929,Pathway
16930,Pathway
16931,Pathway
16932,Protein
16933,Pathway
16934,Pathway
16935,Protein
16936,Pathway
16937,Pathway
16938,Protein
16939,Pathway
16940,Protein
16941,Protein
16942,Protein
16943,Protein
16944,Pathway
16945,Pathway
16946,Pathway
16947,Pathway
16948,Protein
16949,Pathway
16950,Pathway
16951,Protein
16952,Protein
16953,Protein
16954,Pathway
16955,Pathway
16956,Pathway
16957,Pathway
16958,Pathway
16959,Pathway
16960,Protein
16961,Pathway
16962,Pathway
16963,Pathway
16964,Protein
16965,Pathway
16966,Pathway
16967,Pathway
16968,Pathway
16969,Protein
16970,Pathway
16971,Pathway
16972,Pathway
16973,Pathway
16974,Pathway
16975,Protein
16976,Pathway
16977,Pathway
16978,Pathway
16979,Protein
16980,Protein
16981,Pathway
16982,Pathway
16983,Pathway
16984,Protein
16985,Pathway
16986,Pathway
16987,Protein
16988,Pathway
16989,Pathway
16990,Protein
16991,Protein
16992,Pathway
16993,Pathway
16994,Pathway
16995,Pathway
16996,Pathway
16997,Pathway
16998,Protein
16999,Pathway
17000,Pathway
17001,Pathway
17002,Protein
17003,Pathway
17004,Pathway
17005,Pathway
17006,Pathway
17007,Pathway
17008,Protein
17009,Pathway
17010,Pathway
17011,Pathway
17012,Protein
17013,Pathway
17014,Pathway
17015,Protein
17016,Protein
17017,Protein
17018,Protein
17019,Protein
17020,Protein
17021,Protein
17022,Protein
17023,Protein
17024,Protein
17025,Pathway
17026,Protein
17027,Protein
17028,Pathway
17029,Protein
17030,Pathway
17031,Pathway
17032,Protein
17033,Protein
17034,Protein
17035,Protein
17036,Protein
17037,Protein
17038,Pathway
17039,Pathway
17040,Pathway
17041,Pathway
17042,Pathway
17043,Pathway
17044,Protein
17045,Protein
17046,Pathway
17047,Protein
17048,Protein
17049,Protein
17050,Pathway
17051,Protein
17052,Protein
17053,Pathway
17054,Protein
17055,Pathway
17056,Pathway
17057,Pathway
17058,Pathway
17059,Pathway
17060,Protein
17061,Protein
17062,Protein
17063,Protein
17064,Protein
17065,Pathway
17066,Protein
17067,Protein
17068,Pathway
17069,Pathway
17070,Pathway
17071,Pathway
17072,Pathway
17073,Pathway
17074,Protein
17075,Protein
17076,Protein
17077,Pathway
17078,Pathway
17079,Pathway
17080,Pathway
17081,Pathway
17082,Protein
17083,Protein
17084,Protein
17085,Protein
17086,Protein
17087,Protein
17088,Protein
17089,Pathway
17090,Pathway
17091,Pathway
17092,Pathway
17093,Pathway
17094,Pathway
17095,Pathway
17096,Protein
17097,Pathway
17098,Pathway
17099,Pathway
17100,Pathway
17101,Pathway
17102,Protein
17103,Pathway
17104,Protein
17105,Protein
17106,Pathway
17107,Pathway
17108,Protein
17109,Pathway
17110,Pathway
17111,Protein
17112,Protein
17113,Protein
17114,Pathway
17115,Pathway
17116,Protein
17117,Pathway
17118,Protein
17119,Protein
17120,Protein
17121,Pathway
17122,Pathway
17123,Pathway
17124,Pathway
17125,Pathway
17126,Pathway
17127,Protein
17128,Pathway
17129,Pathway
17130,Pathway
17131,Protein
17132,Protein
17133,Pathway
17134,Pathway
17135,Pathway
17136,Pathway
17137,Protein
17138,Pathway
17139,Protein
17140,Pathway
17141,Protein
17142,Pathway
17143,Pathway
17144,Pathway
17145,Pathway
17146,Pathway
17147,Pathway
17148,Pathway
17149,Pathway
17150,Pathway
17151,Protein
17152,Protein
17153,Protein
17154,Pathway
17155,Pathway
17156,Protein
17157,Pathway
17158,Protein
17159,Pathway
17160,Pathway
17161,Pathway
17162,Pathway
17163,Pathway
17164,Protein
17165,Pathway
17166,Protein
17167,Protein
17168,Pathway
17169,Protein
17170,Protein
17171,Protein
17172,Pathway
17173,Pathway
17174,Protein
17175,Protein
17176,Protein
17177,Protein
17178,Pathway
17179,Protein
17180,Protein
17181,Protein
17182,Protein
17183,Protein
17184,Pathway
17185,Protein
17186,Protein
17187,Protein
17188,Protein
17189,Pathway
17190,Pathway
17191,Pathway
17192,Pathway
17193,Pathway
17194,Pathway
17195,Protein
17196,Pathway
17197,Pathway
17198,Pathway
17199,Pathway
17200,Pathway
17201,Protein
17202,Protein
17203,Pathway
17204,Pathway
17205,Pathway
17206,Pathway
17207,Pathway
17208,Pathway
17209,Pathway
17210,Pathway
17211,Pathway
17212,Pathway
17213,Pathway
17214,Pathway
17215,Pathway
17216,Pathway
17217,Protein
17218,Pathway
17219,Pathway
17220,Pathway
17221,Pathway
17222,Pathway
17223,Pathway
17224,Pathway
17225,Pathway
17226,Pathway
17227,Pathway
17228,Pathway
17229,Pathway
17230,Pathway
17231,Pathway
17232,Pathway
17233,Pathway
17234,Pathway
17235,Pathway
17236,Pathway
17237,Pathway
17238,Pathway
17239,Pathway
17240,Pathway
17241,Pathway
17242,Protein
17243,Pathway
17244,Pathway
17245,Pathway
17246,Pathway
17247,Pathway
17248,Pathway
17249,Pathway
17250,Pathway
17251,Pathway
17252,Pathway
17253,Pathway
17254,Pathway
17255,Pathway
17256,Pathway
17257,Protein
17258,Pathway
17259,Pathway
17260,Pathway
17261,Pathway
17262,Pathway
17263,Pathway
17264,Pathway
17265,Pathway
17266,Pathway
17267,Pathway
17268,Pathway
17269,Pathway
17270,Pathway
17271,Pathway
17272,Pathway
17273,Pathway
17274,Pathway
17275,Pathway
17276,Pathway
17277,Pathway
17278,Pathway
17279,Pathway
17280,Pathway
17281,Pathway
17282,Pathway
17283,Pathway
17284,Pathway
17285,Pathway
17286,Pathway
17287,Pathway
17288,Pathway
17289,Pathway
17290,Pathway
17291,Pathway
17292,Pathway
17293,Pathway
17294,Pathway
17295,Pathway
17296,Pathway
17297,Pathway
17298,Protein
17299,Pathway
17300,Pathway
17301,Pathway
17302,Pathway
17303,Pathway
17304,Pathway
17305,Pathway
17306,Pathway
17307,Pathway
17308,Pathway
17309,Pathway
17310,Pathway
17311,Pathway
17312,Pathway
17313,Pathway
17314,Pathway
17315,Pathway
17316,Pathway
17317,Pathway
17318,Pathway
17319,Pathway
17320,Pathway
17321,Pathway
17322,Pathway
17323,Pathway
17324,Pathway
17325,Pathway
17326,Pathway
17327,Pathway
17328,Pathway
17329,Pathway
17330,Pathway
17331,Pathway
17332,Pathway
17333,Pathway
17334,Pathway
17335,Protein
17336,Pathway
17337,Pathway
17338,Pathway
17339,Pathway
17340,Pathway
17341,Pathway
17342,Pathway
17343,Pathway
17344,Pathway
17345,Pathway
17346,Pathway
17347,Pathway
17348,Pathway
17349,Pathway
17350,Protein
17351,Pathway
17352,Pathway
17353,Pathway
17354,Pathway
17355,Pathway
17356,Protein
17357,Pathway
17358,Pathway
17359,Pathway
17360,Pathway
17361,Pathway
17362,Pathway
17363,Pathway
17364,Pathway
17365,Pathway
17366,Pathway
17367,Pathway
17368,Pathway
17369,Pathway
17370,Pathway
17371,Pathway
17372,Pathway
17373,Pathway
17374,Pathway
17375,Pathway
17376,Pathway
17377,Pathway
17378,Pathway
17379,Pathway
17380,Pathway
17381,Pathway
17382,Pathway
17383,Pathway
17384,Pathway
17385,Protein
17386,Pathway
17387,Pathway
17388,Protein
17389,Pathway
17390,Pathway
17391,Pathway
17392,Pathway
17393,Pathway
17394,Pathway
17395,Protein
17396,Pathway
17397,Pathway
17398,Pathway
17399,Pathway
17400,Protein
17401,Pathway
17402,Protein
17403,Pathway
17404,Pathway
17405,Protein
17406,Pathway
17407,Pathway
17408,Pathway
17409,Pathway
17410,Pathway
17411,Pathway
17412,Pathway
17413,Pathway
17414,Pathway
17415,Pathway
17416,Pathway
17417,Pathway
17418,Pathway
17419,Pathway
17420,Protein
17421,Protein
17422,Pathway
17423,Protein
17424,Protein
17425,Pathway
17426,Protein
17427,Pathway
17428,Protein
17429,Protein
17430,Pathway
17431,Pathway
17432,Pathway
17433,Pathway
17434,Pathway
17435,Pathway
17436,Pathway
17437,Pathway
17438,Pathway
17439,Pathway
17440,Pathway
17441,Pathway
17442,Pathway
17443,Pathway
17444,Pathway
17445,Pathway
17446,Pathway
17447,Pathway
17448,Pathway
17449,Protein
17450,Protein
17451,Pathway
17452,Pathway
17453,Pathway
17454,Pathway
17455,Pathway
17456,Pathway
17457,Pathway
17458,Pathway
17459,Pathway
17460,Pathway
17461,Protein
17462,Pathway
17463,Pathway
17464,Pathway
17465,Pathway
17466,Pathway
17467,Pathway
17468,Pathway
17469,Pathway
17470,Pathway
17471,Pathway
17472,Protein
17473,Pathway
17474,Pathway
17475,Pathway
17476,Pathway
17477,Pathway
17478,Pathway
17479,Pathway
17480,Pathway
17481,Pathway
17482,Pathway
17483,Pathway
17484,Pathway
17485,Pathway
17486,Pathway
17487,Pathway
17488,Pathway
17489,Pathway
17490,Pathway
17491,Pathway
17492,Pathway
17493,Pathway
17494,Pathway
17495,Protein
17496,Protein
17497,Protein
17498,Protein
17499,Pathway
17500,Pathway
17501,Pathway
17502,Pathway
17503,Pathway
17504,Pathway
17505,Pathway
17506,Protein
17507,Protein
17508,Protein
17509,Pathway
17510,Pathway
17511,Pathway
17512,Pathway
17513,Pathway
17514,Pathway
17515,Pathway
17516,Pathway
17517,Pathway
17518,Pathway
17519,Pathway
17520,Pathway
17521,Pathway
17522,Pathway
17523,Pathway
17524,Pathway
17525,Pathway
17526,Protein
17527,Pathway
17528,Protein
17529,Pathway
17530,Pathway
17531,Pathway
17532,Pathway
17533,Pathway
17534,Protein
17535,Pathway
17536,Protein
17537,Pathway
17538,Protein
17539,Protein
17540,Pathway
17541,Pathway
17542,Protein
17543,Protein
17544,Pathway
17545,Pathway
17546,Pathway
17547,Pathway
17548,Pathway
17549,Pathway
17550,Pathway
17551,Pathway
17552,Pathway
17553,Pathway
17554,Pathway
17555,Pathway
17556,Protein
17557,Pathway
17558,Pathway
17559,Pathway
17560,Pathway
17561,Pathway
17562,Pathway
17563,Pathway
17564,Pathway
17565,Pathway
17566,Pathway
17567,Protein
17568,Protein
17569,Protein
17570,Pathway
17571,Protein
17572,Pathway
17573,Protein
17574,Pathway
17575,Pathway
17576,Pathway
17577,Protein
17578,Pathway
17579,Protein
17580,Pathway
17581,Protein
17582,Protein
17583,Protein
17584,Protein
17585,Pathway
17586,Pathway
17587,Pathway
17588,Pathway
17589,Pathway
17590,Pathway
17591,Pathway
17592,Pathway
17593,Pathway
17594,Protein
17595,Protein
17596,Protein
17597,Pathway
17598,Pathway
17599,Pathway
17600,Protein
17601,Pathway
17602,Protein
17603,Pathway
17604,Pathway
17605,Pathway
17606,Protein
17607,Protein
17608,Protein
17609,Pathway
17610,Pathway
17611,Pathway
17612,Pathway
17613,Pathway
17614,Pathway
17615,Pathway
17616,Pathway
17617,Pathway
17618,Pathway
17619,Pathway
17620,Pathway
17621,Pathway
17622,Pathway
17623,Pathway
17624,Pathway
17625,Pathway
17626,Pathway
17627,Pathway
17628,Pathway
17629,Pathway
17630,Pathway
17631,Protein
17632,Pathway
17633,Pathway
17634,Pathway
17635,Pathway
17636,Pathway
17637,Pathway
17638,Pathway
17639,Pathway
17640,Pathway
17641,Pathway
17642,Pathway
17643,Pathway
17644,Pathway
17645,Protein
17646,Pathway
17647,Pathway
17648,Protein
17649,Protein
17650,Protein
17651,Protein
17652,Protein
17653,Protein
17654,Protein
17655,Protein
17656,Protein
17657,Protein
17658,Protein
17659,Pathway
17660,Pathway
17661,Pathway
17662,Protein
17663,Protein
17664,Protein
17665,Protein
17666,Protein
17667,Protein
17668,Pathway
17669,Protein
17670,Protein
17671,Protein
17672,Pathway
17673,Pathway
17674,Pathway
17675,Pathway
17676,Pathway
17677,Pathway
17678,Pathway
17679,Pathway
17680,Pathway
17681,Pathway
17682,Pathway
17683,Protein
17684,Protein
17685,Pathway
17686,Pathway
17687,Pathway
17688,Pathway
17689,Pathway
17690,Pathway
17691,Pathway
17692,Pathway
17693,Pathway
17694,Pathway
17695,Pathway
17696,Pathway
17697,Protein
17698,Protein
17699,Protein
17700,Protein
17701,Protein
17702,Protein
17703,Protein
17704,Protein
17705,Protein
17706,Protein
17707,Pathway
17708,Protein
17709,Pathway
17710,Pathway
17711,Pathway
17712,Protein
17713,Pathway
17714,Protein
17715,Pathway
17716,Pathway
17717,Pathway
17718,Pathway
17719,Pathway
17720,Protein
17721,Pathway
17722,Protein
17723,Pathway
17724,Protein
17725,Pathway
17726,Pathway
17727,Protein
17728,Protein
17729,Pathway
17730,Pathway
17731,Pathway
17732,Pathway
17733,Pathway
17734,Pathway
17735,Pathway
17736,Pathway
17737,Pathway
17738,Pathway
17739,Pathway
17740,Pathway
17741,Protein
17742,Protein
17743,Pathway
17744,Pathway
17745,Protein
17746,Pathway
17747,Pathway
17748,Pathway
17749,Pathway
17750,Pathway
17751,Protein
17752,Protein
17753,Pathway
17754,Pathway
17755,Pathway
17756,Pathway
17757,Pathway
17758,Pathway
17759,Pathway
17760,Pathway
17761,Pathway
17762,Protein
17763,Protein
17764,Pathway
17765,Pathway
17766,Pathway
17767,Pathway
17768,Pathway
17769,Pathway
17770,Pathway
17771,Pathway
17772,Pathway
17773,Pathway
17774,Pathway
17775,Pathway
17776,Pathway
17777,Pathway
17778,Pathway
17779,Pathway
17780,Pathway
17781,Pathway
17782,Protein
17783,Protein
17784,Pathway
17785,Protein
17786,Pathway
17787,Pathway
17788,Pathway
17789,Protein
17790,Pathway
17791,Pathway
17792,Pathway
17793,Pathway
17794,Pathway
17795,Protein
17796,Protein
17797,Protein
17798,Pathway
17799,Protein
17800,Pathway
17801,Protein
17802,Pathway
17803,Protein
17804,Pathway
17805,Protein
17806,Protein
17807,Pathway
17808,Pathway
17809,Pathway
17810,Pathway
17811,Protein
17812,Protein
17813,Protein
17814,Protein
17815,Protein
17816,Protein
17817,Protein
17818,Pathway
17819,Protein
17820,Protein
17821,Protein
17822,Pathway
17823,Pathway
17824,Pathway
17825,Pathway
17826,Pathway
17827,Pathway
17828,Pathway
17829,Protein
17830,Pathway
17831,Pathway
17832,Pathway
17833,Protein
17834,Pathway
17835,Pathway
17836,Protein
17837,Protein
17838,Pathway
17839,Protein
17840,Pathway
17841,Protein
17842,Pathway
17843,Protein
17844,Protein
17845,Pathway
17846,Pathway
17847,Protein
17848,Protein
17849,Pathway
17850,Pathway
17851,Pathway
17852,Pathway
17853,Protein
17854,Pathway
17855,Pathway
17856,Pathway
17857,Pathway
17858,Pathway
17859,Pathway
17860,Pathway
17861,Pathway
17862,Pathway
17863,Pathway
17864,Protein
17865,Pathway
17866,Pathway
17867,Pathway
17868,Pathway
17869,Protein
17870,Pathway
17871,Pathway
17872,Protein
17873,Protein
17874,Protein
17875,Protein
17876,Protein
17877,Protein
17878,Protein
17879,Protein
17880,Protein
17881,Protein
17882,Protein
17883,Protein
17884,Protein
17885,Protein
17886,Protein
17887,Protein
17888,Protein
17889,Protein
17890,Pathway
17891,Pathway
17892,Pathway
17893,Protein
17894,Protein
17895,Pathway
17896,Protein
17897,Protein
17898,Pathway
17899,Pathway
17900,Pathway
17901,Pathway
17902,Protein
17903,Pathway
17904,Protein
17905,Pathway
17906,Protein
17907,Protein
17908,Pathway
17909,Pathway
17910,Pathway
17911,Protein
17912,Pathway
17913,Pathway
17914,Protein
17915,Pathway
17916,Pathway
17917,Protein
17918,Protein
17919,Pathway
17920,Pathway
17921,Pathway
17922,Protein
17923,Pathway
17924,Pathway
17925,Pathway
17926,Pathway
17927,Protein
17928,Protein
17929,Pathway
17930,Protein
17931,Pathway
17932,Pathway
17933,Pathway
17934,Pathway
17935,Protein
17936,Protein
17937,Protein
17938,Pathway
17939,Pathway
17940,Protein
17941,Protein
17942,Protein
17943,Protein
17944,Protein
17945,Protein
17946,Pathway
17947,Pathway
17948,Pathway
17949,Pathway
17950,Pathway
17951,Pathway
17952,Pathway
17953,Pathway
17954,Pathway
17955,Pathway
17956,Pathway
17957,Pathway
17958,Pathway
17959,Pathway
17960,Pathway
17961,Protein
17962,Pathway
17963,Pathway
17964,Protein
17965,Pathway
17966,Pathway
17967,Pathway
17968,Pathway
17969,Pathway
17970,Protein
17971,Protein
17972,Protein
17973,Protein
17974,Pathway
17975,Pathway
17976,Pathway
17977,Pathway
17978,Pathway
17979,Protein
17980,Protein
17981,Protein
17982,Pathway
17983,Pathway
17984,Protein
17985,Protein
17986,Protein
17987,Protein
17988,Pathway
17989,Protein
17990,Pathway
17991,Pathway
17992,Pathway
17993,Pathway
17994,Pathway
17995,Pathway
17996,Pathway
17997,Protein
17998,Protein
17999,Pathway
18000,Pathway
18001,Pathway
18002,Pathway
18003,Protein
18004,Protein
18005,Protein
18006,Protein
18007,Pathway
18008,Pathway
18009,Pathway
18010,Pathway
18011,Pathway
18012,Protein
18013,Protein
18014,Pathway
18015,Pathway
18016,Pathway
18017,Protein
18018,Protein
18019,Pathway
18020,Protein
18021,Protein
18022,Pathway
18023,Protein
18024,Protein
18025,Pathway
18026,Protein
18027,Protein
18028,Pathway
18029,Protein
18030,Protein
18031,Pathway
18032,Pathway
18033,Pathway
18034,Protein
18035,Protein
18036,Protein
18037,Pathway
18038,Pathway
18039,Protein
18040,Pathway
18041,Pathway
18042,Protein
18043,Protein
18044,Pathway
18045,Pathway
18046,Pathway
18047,Protein
18048,Protein
18049,Protein
18050,Protein
18051,Pathway
18052,Protein
18053,Pathway
18054,Protein
18055,Pathway
18056,Pathway
18057,Protein
18058,Protein
18059,Protein
18060,Pathway
18061,Protein
18062,Protein
18063,Protein
18064,Pathway
18065,Protein
18066,Protein
18067,Protein
18068,Protein
18069,Protein
18070,Protein
18071,Protein
18072,Protein
18073,Protein
18074,Pathway
18075,Protein
18076,Pathway
18077,Pathway
18078,Pathway
18079,Protein
18080,Pathway
18081,Pathway
18082,Pathway
18083,Pathway
18084,Pathway
18085,Pathway
18086,Pathway
18087,Pathway
18088,Protein
18089,Protein
18090,Protein
18091,Pathway
18092,Pathway
18093,Protein
18094,Pathway
18095,Protein
18096,Protein
18097,Protein
18098,Pathway
18099,Pathway
18100,Pathway
18101,Protein
18102,Pathway
18103,Protein
18104,Protein
18105,Pathway
18106,Pathway
18107,Protein
18108,Protein
18109,Protein
18110,Protein
